iter,k,mse_est,mse_true
659,191,3362.8144902961767,3345.386932460672
660,181,3411.875702627412,3332.7143761264383
661,181,3335.10342100775,3342.9276112009625
662,151,3393.2264792594838,3342.010104369269
663,171,3353.5885987369115,3340.294428118588
664,131,3386.9596681818575,3339.5589929215985
665,151,3296.886140009908,3350.8876834660387
666,191,3295.206283745143,3335.917695462407
667,191,3456.079199763669,3335.897243625546
668,171,3301.1752187686893,3341.2389855027673
669,171,3377.0372548048795,3350.320956689685
670,191,3272.409395996667,3342.038700937025
671,191,3235.689601660324,3343.4002565435276
672,151,3324.646028782516,3342.0594319672578
673,181,3336.6160074689074,3337.5486894686496
674,191,3379.6006295534207,3341.1970958204133
675,181,3414.8385182613806,3348.017249653524
676,71,3132.0881061515615,3376.278697379134
677,191,3324.015140331784,3341.3474959775344
678,161,3260.525560089968,3349.4927196059466
679,101,3355.27277715077,3358.2840996569985
680,191,3437.6970957988624,3334.3646642908016
681,191,3406.157931723932,3338.261558038512
682,191,3275.1802521529467,3336.767186589814
683,191,3359.1657523407125,3330.7879769069377
684,181,3296.6383575762748,3345.184130712073
685,191,3285.0892646557313,3347.373437696324
686,101,3366.0489735420815,3361.191273368301
687,181,3445.6578290531156,3343.3537486279524
688,191,3411.671520158929,3335.3407094479776
689,191,3312.0910793267553,3340.8067605862843
690,151,3308.1066245584034,3352.999114897193
691,191,3491.1401407906233,3327.848276782878
692,171,3397.3319759211754,3337.1050775082904
693,91,3295.896748381262,3364.2040679173915
694,181,3387.4878095318636,3345.056421210898
695,171,3336.2972043201357,3334.544705376541
696,191,3370.307215253142,3337.962296661626
697,191,3432.4789455827627,3341.949738405791
698,191,3171.534369132358,3355.2057434105996
699,181,3430.9200413700178,3340.8942780032403
700,171,3404.707646491423,3338.0641699394764
701,191,3380.7167858448597,3337.1023644756274
702,151,3249.329814691584,3356.964921964931
703,141,3331.0893519889846,3346.127670558204
704,121,3216.700783602038,3358.018386508376
705,191,3282.42118918387,3339.4311805295065
706,141,3288.383273952727,3347.0886120369014
707,191,3391.5106538015275,3336.7539659750746
708,111,3328.8895230196827,3350.350008140187
709,191,3322.967060738725,3343.6180598452515
710,171,3425.10558561515,3347.3400545758386
711,171,3370.1391364798187,3335.8427058104867
712,191,3210.970378667732,3345.5047369090894
713,171,3367.600174761449,3336.65143451813
714,191,3303.4613392639644,3342.3344477942683
715,191,3379.9999372517177,3342.3066074967956
716,141,3303.23465725288,3342.4614701154874
717,141,3239.817638441973,3369.824182823348
718,191,3272.283179154783,3342.7409161848987
719,191,3277.0880259571336,3341.5361280861066
720,161,3288.9612680526984,3352.0130859868477
721,171,3454.7551656795144,3339.2545460410843
722,181,3305.8713348419046,3339.672863403688
723,191,3451.95189938803,3324.589580062804
724,181,3472.3353197443457,3333.9515192659314
725,191,3363.460584834532,3342.534872270119
726,191,3304.3184848943247,3343.453924229647
727,111,3406.3289094097254,3350.4372026003266
728,111,3286.774532998935,3353.3527498840403
729,161,3422.864742681659,3343.023042149502
730,191,3377.488737383805,3338.5755441322326
731,191,3395.8607637436853,3338.0526786441583
732,181,3280.2040629735934,3345.1248646820045
733,121,3325.776115526388,3369.947865671773
734,101,3201.8180222802175,3368.351170992836
735,191,3391.7538873627277,3334.8692398750322
736,191,3371.7920915863424,3356.2919814975253
737,151,3332.150369397851,3339.9893275199906
738,191,3353.218957152457,3338.78981527042
739,181,3304.0654079718215,3345.1787461559306
740,191,3290.486891365371,3338.7524140388286
741,191,3430.368144899734,3340.883562401661
742,111,3332.709835635512,3354.2729432773435
743,191,3323.9535309927032,3347.222957266042
744,191,3275.978209519897,3351.0838944374036
745,151,3313.50379045138,3347.350057664862
746,181,3321.267335418067,3336.9327544442776
747,191,3272.9166981106086,3337.476810475188
748,191,3341.754297335179,3334.508395688355
749,191,3290.9478291509986,3346.075400280113
750,181,3289.2625615073516,3353.4686430447537
751,181,3338.942912885223,3336.9812461283836
752,111,3448.61080926854,3376.431060512905
753,121,3290.78853228594,3365.2703473560996
754,151,3324.9190839213516,3350.4742304758174
755,161,3303.96080112256,3343.5678358154187
756,191,3410.550975682709,3329.987764329794
757,131,3353.2935202639314,3349.648927480846
758,171,3265.0965463597117,3336.8177874774524
759,191,3294.7517085756276,3337.5207371523625
760,191,3362.8481548368495,3334.423874084368
761,171,3476.1702988245484,3341.5884107517554
762,181,3353.868398155544,3341.761085116857
763,191,3371.57674208563,3341.896921995802
764,171,3339.232933300756,3347.854738820171
765,191,3263.8178801255044,3344.635038926652
766,151,3312.8378998001062,3344.1403490158045
767,161,3239.4338484253353,3355.1068046229566
768,161,3346.8062246616355,3345.3246739214883
769,191,3328.817882015101,3337.8012801430277
770,171,3205.7969903869107,3352.205173543757
771,191,3260.8768522470577,3338.6096759343077
772,161,3320.213253391601,3350.161451398447
773,191,3345.9095001728365,3332.3778947576684
774,91,3284.2404926306535,3369.4885918701716
775,181,3460.75920185122,3338.31983307929
776,191,3428.5418360232115,3337.279757385087
777,171,3287.695928303695,3338.5518506086996
778,161,3386.705643681838,3346.235766969892
779,131,3365.0114555490463,3349.599848690027
780,191,3295.7439607934325,3348.804458195465
781,181,3380.5971572921794,3346.7248153056894
782,191,3284.352191308744,3355.5909673053416
783,191,3369.0472148697463,3342.5254453400557
784,141,3351.292789824546,3347.925613325861
785,181,3297.6146155119013,3344.0404707080493
786,191,3212.9443604142775,3346.7647397951614
787,181,3391.1723388235955,3337.3558656537034
788,191,3356.637709302132,3340.581808512837
789,191,3398.8064444699107,3330.4000869496795
790,191,3382.248945979315,3332.242361132403
791,141,3385.4650982069256,3350.4837701032666
792,101,3216.3500718016426,3359.2854241933196
793,191,3470.9492143395405,3329.0617801625317
794,191,3347.9842329929525,3336.955504863682
795,191,3379.452358198986,3337.678412581682
796,161,3375.5660105831694,3337.8368124588665
797,101,3280.5045996209965,3360.726445372558
798,191,3399.0581482440834,3328.7399359162446
799,141,3320.2232956974694,3347.779323333235
800,191,3402.121291818446,3345.666969341354
801,101,3315.942254853558,3356.5851373108935
802,191,3459.7829304612087,3332.559084807741
803,191,3340.073551238574,3336.7534371338747
804,191,3342.228222315262,3336.26129807274
805,171,3308.991373845972,3337.059012257745
806,191,3327.356660657006,3351.641142819503
807,191,3345.7502586308474,3347.797215256568
808,181,3350.6595733458066,3338.102285373431
809,191,3329.522539712346,3333.9212396741145
810,191,3384.973271657587,3332.855551795387
811,161,3419.900368707357,3333.595900478896
812,191,3373.095604712091,3330.243079343937
813,121,3317.0258294421346,3354.2360396712043
814,191,3294.981384779391,3338.712024818355
815,171,3365.717123061624,3348.7524410732594
816,181,3364.0498041754627,3339.1501932808455
817,151,3378.2207818215074,3340.756074619528
818,81,3293.8573269431477,3391.899355268545
819,121,3292.870750459679,3353.04108816694
820,181,3284.968957789668,3345.168205903583
821,191,3326.3919569182035,3342.1665342520123
822,131,3318.902535302141,3351.092145581305
823,191,3385.92943821615,3336.210053623532
824,161,3359.592706235559,3337.7989879130623
825,171,3322.477663344364,3342.0229877531383
826,131,3309.546934555001,3352.122883924706
827,191,3356.5729886582344,3341.1979053601526
828,101,3301.2503797897384,3374.0827467154936
829,191,3505.9463241939147,3330.944440156859
830,191,3286.2241227415966,3344.4405671781233
831,171,3351.5270793835834,3336.675401300411
832,181,3244.9780381968367,3338.90466771261
833,141,3310.1120649136856,3354.637908672997
834,191,3409.2744656871923,3336.0462907461538
835,101,3261.999481212567,3364.537575791324
836,151,3320.618684346057,3343.4505200527037
837,171,3379.1916531143283,3341.316276554801
838,151,3311.2674516030156,3354.235817781829
839,191,3398.5769643576195,3342.3815447535026
840,171,3339.5290982452975,3330.5619366136452
841,181,3482.2136972062244,3336.2582032288315
842,191,3389.477708298102,3333.2688440460174
843,151,3313.155618694518,3346.249160562745
844,141,3255.4543887429054,3349.7017581308146
845,91,3293.195243221133,3363.4719731189284
846,191,3315.732980428903,3339.9275817587472
847,181,3304.0034636165487,3348.320919475961
848,121,3326.1140643247904,3342.1350071440866
849,191,3264.7410356083255,3364.6269213525784
850,151,3320.327767892279,3337.4388462743227
851,191,3360.328284899216,3345.751135482861
852,191,3252.441451819019,3346.252660109881
853,131,3410.046634812143,3338.326773314268
854,191,3372.7065451874387,3338.9902084934133
855,161,3274.5768062949855,3349.239509345827
856,191,3329.277812889406,3332.330413971602
857,171,3353.0002140145493,3341.7917425201867
858,181,3281.745053388399,3339.286816250026
859,131,3371.417531154484,3343.4481767760944
860,151,3372.390352392505,3349.238436915296
861,151,3272.1607098795253,3343.203804420002
862,101,3406.6280402778857,3360.633932178916
863,181,3288.6146265700954,3341.439459468153
864,191,3372.6214616561424,3340.6772886196377
865,191,3290.6289020055015,3340.0983643777386
866,191,3387.118317109164,3345.7070862686387
867,191,3305.7808882528593,3341.2399911084203
868,81,3330.24026106796,3365.4595593098147
869,171,3352.0034079065967,3337.5071856900367
870,191,3369.216827277077,3336.663447537147
871,181,3413.8336353458462,3340.520517114167
872,191,3334.284136188539,3337.9605682121633
873,171,3334.394614658218,3349.712171278816
874,191,3356.308318355062,3347.7705588304084
875,191,3286.697618857496,3353.25413002643
876,191,3459.12220624719,3345.434190715357
877,191,3294.632110105942,3337.567600904019
878,191,3279.3102091302585,3337.4556765662032
879,171,3319.9412286991214,3341.5739194073126
880,161,3286.069034209781,3344.349529055486
881,171,3267.3151003914472,3350.1657004297176
882,191,3341.1787418449535,3350.7526360102984
883,151,3303.342073427259,3347.35700486394
884,191,3378.5074464196896,3348.492578808257
885,191,3443.409765652222,3338.2884890831006
886,181,3415.3153970606522,3339.5473980995553
887,191,3323.130814982001,3333.586901873348
888,161,3293.801513294306,3340.203391878834
889,191,3402.625007781415,3343.0999335143874
890,151,3260.046552291309,3350.8978252073707
891,191,3270.6787488751966,3339.446749240922
892,171,3300.3118196917717,3347.4631484770694
893,151,3271.4078464566883,3358.0431517473403
894,151,3297.1356793856153,3352.8825767094872
895,191,3319.591668385523,3332.6375680402525
896,191,3385.8441510202706,3337.1495409466743
897,191,3291.881086488967,3339.9172464194808
898,191,3324.1253129068364,3334.8853459753427
899,101,3316.7124499513993,3350.5519407231604
900,191,3275.270410494577,3350.358863887417
901,191,3386.6137386189744,3337.317611795735
902,141,3237.1729527847015,3354.641920532348
903,161,3421.276535085373,3343.590826928379
904,141,3439.76883483287,3340.591766293423
905,191,3367.432841398602,3339.7175414527437
906,151,3396.666058978,3337.535066671698
907,181,3267.468139415196,3345.935206746905
908,101,3332.495052581647,3359.0464100131826
909,191,3371.6387240625454,3337.995803682076
910,151,3434.298678944265,3328.7402777510315
911,161,3355.504520333179,3341.138449141861
912,191,3308.5758879628374,3352.4925872147323
913,141,3357.3738506824193,3348.468439801283
914,191,3346.5710795412115,3346.0072550508817
915,161,3319.5323166957382,3348.478562202113
916,181,3326.8581761143896,3349.919375338537
917,191,3341.041682071411,3339.5113059636483
918,191,3300.5116614421554,3338.8911816808095
919,191,3499.2879559523412,3332.357604820909
920,91,3416.7249089883194,3366.787652109363
921,141,3223.532892275587,3373.4154380525915
922,191,3321.1613155792347,3357.1721128585546
923,191,3266.541046804886,3341.255110405769
924,181,3425.9167545602954,3336.3867066317976
925,151,3239.049754619585,3346.6660216517653
926,181,3274.1604575378997,3343.927847232754
927,191,3394.726848138557,3335.196904430771
928,191,3324.126418176388,3341.119311755629
929,181,3346.477864576577,3344.0124511037175
930,191,3405.7852875641174,3336.3324195559826
931,171,3308.376082379119,3342.093483914834
932,161,3368.7701440082596,3353.8279208084186
933,171,3192.094232289539,3358.4155619331973
934,191,3412.374961833036,3333.8782133391464
935,181,3280.25709275038,3340.188447860105
936,181,3276.177365777315,3346.1932274239675
937,191,3348.427726413651,3332.589326420068
938,171,3347.0073287087116,3338.8971245430916
939,191,3398.419864612323,3335.9890550814816
940,191,3363.64821741016,3341.7285582040063
941,121,3333.7606066918156,3363.318142801101
942,71,3279.532999946915,3374.7306811157714
943,191,3358.20675776275,3356.8290183285208
944,191,3362.103439385592,3350.4652747901364
945,191,3400.027870059057,3342.0510874956935
946,121,3174.647374689126,3376.392260011659
947,181,3353.469193651261,3347.149385159447
948,131,3253.4819398916907,3360.4796609922687
949,151,3274.5534274633083,3346.3753080665306
950,171,3364.1041665807206,3346.9343658241924
951,171,3312.508327855776,3342.265386706792
952,191,3328.5471476076978,3344.142925480099
953,191,3285.928316768919,3340.572124251932
954,171,3367.28636705293,3341.2172319795286
955,181,3354.4502363868796,3341.499834007856
956,191,3282.0714683066453,3344.3922391798433
957,151,3357.749363440985,3341.4987337802722
958,141,3249.027528679072,3352.706206725071
959,191,3260.7336357464524,3347.6623891975755
960,191,3329.3513614386197,3344.2379727321245
961,191,3281.127456649055,3350.8107132123546
962,161,3361.3521917007383,3341.217407536894
963,191,3374.7462549043144,3337.9305452914446
964,191,3256.0834318814027,3347.6206128127324
965,191,3279.3854951965595,3354.1275343510188
966,191,3354.378408563559,3334.4215734712393
967,191,3254.793702892683,3341.9715989970414
968,191,3249.7417686074755,3343.50030819022
969,191,3447.2326572730535,3333.714521718844
970,181,3298.451953433588,3347.3208927936116
971,191,3365.0297119370134,3330.7426809916356
972,161,3265.7092071233733,3344.8038468397654
973,191,3255.9783773044774,3345.8547587680137
974,171,3394.00400303233,3336.572518654794
975,191,3377.510695973676,3342.889163632214
976,191,3421.5959291073664,3333.7886892174915
977,191,3329.420225662048,3345.192289995542
978,161,3309.270351912327,3338.7290619936152
979,121,3366.490159445304,3344.5560940055475
980,191,3329.836418647517,3338.681736390196
981,191,3254.2363462666754,3339.5268946231536
982,191,3313.3499939162857,3346.5725572407855
983,121,3463.2928179027217,3340.441662350407
984,131,3471.135598399424,3340.797499139158
985,161,3342.4761309138376,3348.2178190859067
986,181,3416.220317205142,3332.446553877048
987,191,3317.3347808154513,3341.4310641807083
988,181,3337.5783298658334,3342.605956100296
989,191,3249.0470566344056,3352.6202514320653
990,191,3293.36252030762,3336.931362895964
991,101,3371.4818390937667,3345.544062319712
992,181,3265.6041568179016,3340.546916664749
993,191,3463.3361183064594,3360.3210858900975
994,191,3275.6430977282225,3342.621067617493
995,181,3453.1627319074387,3326.342129086879
996,191,3385.0020739856004,3331.5177084392667
997,91,3364.012136900052,3360.1797810169005
998,161,3270.5874094671976,3344.994945332796
999,171,3331.1075214170096,3335.4982788106263
1000,171,3262.8879316546213,3340.21681452131
